epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
258,99698.1,0.84237,1.63635,0.72038,1.08028,0.66266,0.42748,0.45843,0.26357,0.72656,0.45802,0.50071,0.26503,1.73833,3.4011,1.92683,2.05431,0.00149114,0.00149114,0.00149114
259,100161,0.79104,1.57788,0.67808,1.06228,0.59321,0.51145,0.50219,0.29942,0.69168,0.47328,0.51534,0.29635,1.5744,3.01601,1.77817,1.87378,0.00148916,0.00148916,0.00148916
260,100587,0.82056,1.60247,0.71756,1.08574,0.73685,0.44275,0.50281,0.29594,0.77496,0.46565,0.54978,0.29112,1.56616,3.17034,1.88575,1.87262,0.00148718,0.00148718,0.00148718
261,101024,0.82444,1.61518,0.69512,1.08192,0.59752,0.51908,0.52755,0.31884,0.65689,0.42748,0.49165,0.30073,1.60115,3.15278,1.86026,1.89267,0.0014852,0.0014852,0.0014852
262,101504,0.80539,1.5198,0.67541,1.05601,0.54714,0.51908,0.51402,0.32697,0.54529,0.53435,0.50964,0.30356,1.53653,3.07336,1.82126,1.87082,0.00148322,0.00148322,0.00148322
263,101943,0.81664,1.53179,0.69148,1.10178,0.7282,0.42748,0.49026,0.29074,0.75765,0.43511,0.49119,0.28022,1.58291,3.24754,1.89299,1.91366,0.00148124,0.00148124,0.00148124
264,102393,0.84219,1.61967,0.72019,1.0772,0.58537,0.51145,0.49649,0.30493,0.67947,0.52672,0.54748,0.30042,1.63897,3.28057,1.83939,1.95069,0.00147926,0.00147926,0.00147926
265,102831,0.8039,1.56377,0.67195,1.07442,0.56705,0.47328,0.47289,0.28207,0.60789,0.50382,0.50832,0.27135,1.59871,3.32859,1.86395,1.89591,0.00147728,0.00147728,0.00147728
266,103278,0.84159,1.57468,0.70705,1.08537,0.60802,0.47365,0.49808,0.30775,0.62317,0.46565,0.48904,0.27828,1.53425,3.50843,1.78217,1.86619,0.0014753,0.0014753,0.0014753
267,103758,0.81247,1.55411,0.67286,1.07019,0.67418,0.52672,0.54016,0.3165,0.6981,0.51189,0.55146,0.30495,1.5455,3.2756,1.71346,1.88096,0.00147332,0.00147332,0.00147332
268,104200,0.79431,1.49506,0.66536,1.06556,0.64967,0.48132,0.4784,0.28861,0.65237,0.48708,0.51664,0.28851,1.52382,3.18037,1.83665,1.8685,0.00147134,0.00147134,0.00147134
269,104664,0.8253,1.53958,0.68232,1.07501,0.60888,0.50382,0.46333,0.28702,0.63929,0.52672,0.50496,0.29387,1.53773,3.10508,1.83795,1.85479,0.00146936,0.00146936,0.00146936
270,105098,0.79639,1.55296,0.68701,1.07141,0.68129,0.44275,0.44282,0.26245,0.75548,0.43511,0.46809,0.27282,1.62477,3.4441,1.94165,1.94011,0.00146738,0.00146738,0.00146738
271,105550,0.85646,1.6236,0.70714,1.10678,0.63271,0.45802,0.47579,0.27154,0.67904,0.48855,0.51672,0.27882,1.65513,3.30262,1.77736,1.93568,0.0014654,0.0014654,0.0014654
272,105994,0.83337,1.59148,0.69239,1.06538,0.66641,0.50382,0.5288,0.31041,0.72844,0.49618,0.56019,0.30753,1.60685,3.035,1.72518,1.88362,0.00146342,0.00146342,0.00146342
273,106446,0.80474,1.52938,0.65416,1.05711,0.60113,0.4947,0.47059,0.27832,0.60113,0.4947,0.5008,0.27623,1.58284,3.27642,1.84749,1.86828,0.00146144,0.00146144,0.00146144
274,106880,0.83218,1.55925,0.67938,1.06908,0.55032,0.53251,0.45276,0.24642,0.55793,0.53952,0.48223,0.25812,1.66845,3.48197,1.93092,1.92939,0.00145946,0.00145946,0.00145946
275,107314,0.81521,1.51882,0.67778,1.08038,0.65938,0.51908,0.51358,0.29629,0.75181,0.47328,0.52789,0.28552,1.62296,3.21064,1.72252,1.92657,0.00145748,0.00145748,0.00145748
276,107737,0.7995,1.59557,0.68835,1.07171,0.60676,0.51825,0.4978,0.29559,0.62348,0.51145,0.51816,0.29143,1.56254,3.1303,1.6697,1.85754,0.0014555,0.0014555,0.0014555
277,108170,0.83532,1.62764,0.69045,1.09206,0.69324,0.49618,0.51589,0.29787,0.71534,0.51145,0.54927,0.30567,1.63663,3.1116,1.66759,1.93092,0.00145352,0.00145352,0.00145352
278,108613,0.79086,1.53277,0.68144,1.05717,0.62879,0.48855,0.46851,0.27277,0.67872,0.52672,0.53099,0.28236,1.72064,3.35178,1.84879,2.0374,0.00145154,0.00145154,0.00145154
279,109075,0.78978,1.50422,0.65892,1.05472,0.59482,0.51908,0.48503,0.29462,0.60687,0.53435,0.51982,0.30456,1.60674,3.42424,1.79584,1.90996,0.00144956,0.00144956,0.00144956
280,109518,0.80138,1.52409,0.64624,1.08159,0.57879,0.50382,0.49862,0.30092,0.6314,0.54962,0.54438,0.2953,1.58578,3.19806,1.8601,1.97573,0.00144758,0.00144758,0.00144758
281,109946,0.80648,1.51914,0.6656,1.06968,0.66552,0.53162,0.54397,0.32267,0.66168,0.54198,0.55939,0.31826,1.51051,3.1691,1.67665,1.85995,0.0014456,0.0014456,0.0014456
282,110372,0.8082,1.54301,0.69086,1.08145,0.59367,0.54198,0.51081,0.30363,0.59569,0.55111,0.51949,0.30265,1.50158,3.41565,1.76232,1.84582,0.00144362,0.00144362,0.00144362
283,110801,0.77075,1.53655,0.6544,1.0411,0.62097,0.53435,0.50286,0.27682,0.62308,0.53435,0.52379,0.2815,1.657,3.18982,1.87196,1.95052,0.00144164,0.00144164,0.00144164
284,111225,0.81252,1.50924,0.67653,1.06705,0.66046,0.48092,0.48508,0.29251,0.71337,0.49398,0.52092,0.28897,1.59126,3.19071,1.8243,1.96088,0.00143966,0.00143966,0.00143966
285,111678,0.79875,1.55753,0.66789,1.07524,0.66087,0.46565,0.48916,0.29242,0.69507,0.48855,0.52474,0.28904,1.58656,3.27694,1.74844,1.95939,0.00143768,0.00143768,0.00143768
286,112127,0.81449,1.55041,0.66375,1.07545,0.58938,0.57252,0.51906,0.29935,0.64428,0.54198,0.53698,0.3066,1.53301,3.00143,1.75735,1.84391,0.0014357,0.0014357,0.0014357
287,112577,0.80364,1.45065,0.63496,1.08054,0.58675,0.51908,0.51398,0.32475,0.62382,0.51145,0.52973,0.30998,1.43069,3.47046,1.79329,1.75601,0.00143372,0.00143372,0.00143372
288,113032,0.83199,1.58693,0.69527,1.07447,0.62768,0.52672,0.50078,0.31466,0.61091,0.53435,0.51083,0.30222,1.55947,3.61796,1.84816,1.86972,0.00143174,0.00143174,0.00143174
289,113483,0.79273,1.51729,0.63243,1.07115,0.65961,0.48855,0.48173,0.28862,0.73892,0.47328,0.52769,0.29288,1.59561,3.20593,1.89718,1.91418,0.00142976,0.00142976,0.00142976
290,113916,0.81239,1.56516,0.64235,1.07529,0.70397,0.46565,0.50725,0.31611,0.77671,0.44275,0.53167,0.3163,1.5337,3.26584,1.81389,1.86963,0.00142778,0.00142778,0.00142778
291,114360,0.78782,1.58853,0.66505,1.05801,0.60886,0.54962,0.50834,0.30343,0.66941,0.51145,0.54056,0.29206,1.49387,3.13833,1.7449,1.8321,0.0014258,0.0014258,0.0014258
292,114794,0.79027,1.6142,0.658,1.06788,0.52253,0.54198,0.46444,0.26667,0.51679,0.53435,0.47209,0.27155,1.5488,3.1008,1.88281,1.88705,0.00142382,0.00142382,0.00142382
293,115219,0.77698,1.53327,0.66056,1.06309,0.55512,0.54962,0.50324,0.28099,0.60037,0.52754,0.53315,0.28245,1.60504,3.19492,1.77986,1.99416,0.00142184,0.00142184,0.00142184
294,115656,0.79391,1.52336,0.62809,1.04827,0.5898,0.58015,0.52821,0.30516,0.59703,0.59942,0.55025,0.31706,1.52496,2.97464,1.7701,1.81645,0.00141986,0.00141986,0.00141986
295,116081,0.79986,1.56496,0.67456,1.08004,0.59187,0.55725,0.49687,0.29086,0.58376,0.54962,0.48716,0.2796,1.60463,3.09102,1.82838,1.92566,0.00141788,0.00141788,0.00141788
296,116510,0.78168,1.51942,0.64367,1.04987,0.55563,0.54198,0.47343,0.28919,0.67679,0.50382,0.49372,0.28162,1.60563,3.50659,1.8892,1.94289,0.0014159,0.0014159,0.0014159
297,116975,0.76375,1.45163,0.63374,1.03518,0.63178,0.47328,0.42698,0.26444,0.64964,0.48126,0.45642,0.25588,1.57598,3.45473,1.97286,1.91672,0.00141392,0.00141392,0.00141392
298,117408,0.7618,1.45398,0.63478,1.05504,0.63084,0.48855,0.47081,0.29027,0.63164,0.48855,0.50238,0.2741,1.64057,3.49172,1.81419,1.98068,0.00141194,0.00141194,0.00141194
299,117861,0.75642,1.51996,0.62036,1.04888,0.6264,0.51145,0.47381,0.2898,0.6322,0.49861,0.48742,0.27918,1.60317,3.22792,1.79854,1.95255,0.00140996,0.00140996,0.00140996
300,118308,0.76845,1.49972,0.62663,1.03792,0.59918,0.54962,0.49314,0.28699,0.6438,0.50382,0.50304,0.2918,1.59854,2.97036,1.82087,1.92152,0.00140798,0.00140798,0.00140798
301,118762,0.77584,1.50486,0.66492,1.05985,0.58319,0.50382,0.4878,0.29313,0.60035,0.51603,0.50147,0.28858,1.49508,3.04414,1.8056,1.82788,0.001406,0.001406,0.001406
302,119235,0.79415,1.55054,0.6429,1.06608,0.69969,0.48092,0.53603,0.32261,0.75342,0.46565,0.5518,0.32178,1.54296,2.95364,1.69897,1.87482,0.00140402,0.00140402,0.00140402
303,119673,0.77069,1.44145,0.63257,1.04544,0.58802,0.52672,0.53667,0.30427,0.564,0.54198,0.54179,0.2896,1.55047,3.04124,1.8407,1.89642,0.00140204,0.00140204,0.00140204
304,120121,0.81276,1.59654,0.67663,1.08273,0.71674,0.45038,0.51178,0.28201,0.71751,0.45038,0.51881,0.29174,1.65085,3.18489,1.79959,2.0205,0.00140006,0.00140006,0.00140006
305,120597,0.79787,1.5004,0.65683,1.07575,0.65673,0.48196,0.50316,0.28094,0.68068,0.48855,0.52882,0.2821,1.68272,3.45289,1.85378,2.02994,0.00139808,0.00139808,0.00139808
306,121141,0.77989,1.49741,0.62713,1.06104,0.61241,0.53435,0.51494,0.30074,0.57041,0.53435,0.50484,0.28271,1.60085,3.40083,1.7209,1.91448,0.0013961,0.0013961,0.0013961
307,121604,0.76661,1.48213,0.59957,1.0511,0.58116,0.53435,0.5111,0.30762,0.62181,0.55725,0.54034,0.30022,1.57295,3.18705,1.85143,1.92365,0.00139412,0.00139412,0.00139412
308,122046,0.78489,1.57537,0.64735,1.06278,0.56806,0.53435,0.47751,0.27134,0.71296,0.49299,0.52337,0.28086,1.67869,3.4053,1.91193,1.98884,0.00139214,0.00139214,0.00139214
309,122472,0.75311,1.42483,0.62301,1.03512,0.60617,0.47328,0.49331,0.29709,0.6355,0.49618,0.53386,0.30466,1.56891,3.30021,1.87331,1.88911,0.00139016,0.00139016,0.00139016
310,122905,0.74632,1.45243,0.58992,1.03841,0.6077,0.48092,0.49042,0.29244,0.68335,0.52672,0.54597,0.29611,1.60214,3.43315,1.85147,1.98553,0.00138818,0.00138818,0.00138818
311,123343,0.74728,1.49312,0.61843,1.04616,0.66158,0.49618,0.48594,0.2988,0.63263,0.51145,0.52868,0.29425,1.62258,3.55571,1.8267,1.98058,0.0013862,0.0013862,0.0013862
312,123806,0.78841,1.50224,0.65326,1.05009,0.59143,0.51145,0.48939,0.29141,0.80422,0.46565,0.54771,0.2922,1.63944,3.12678,1.74232,2.01477,0.00138422,0.00138422,0.00138422
313,124281,0.7699,1.45751,0.62826,1.05724,0.62231,0.54084,0.48651,0.29928,0.63047,0.54702,0.52751,0.29305,1.49054,3.03643,1.8248,1.87255,0.00138224,0.00138224,0.00138224
314,124730,0.72991,1.46542,0.60352,1.03875,0.70427,0.49085,0.52752,0.32804,0.70256,0.50486,0.54764,0.31507,1.54683,3.17318,1.73901,1.87472,0.00138026,0.00138026,0.00138026
315,125194,0.76975,1.54961,0.63019,1.02888,0.59524,0.53435,0.50225,0.29782,0.57412,0.51908,0.50699,0.28912,1.56555,2.97097,1.94641,1.88582,0.00137828,0.00137828,0.00137828
316,125628,0.76766,1.51635,0.64952,1.04623,0.49033,0.53435,0.47537,0.26905,0.49623,0.55725,0.47851,0.27161,1.60786,3.15382,1.97253,1.98527,0.0013763,0.0013763,0.0013763
317,126094,0.77331,1.52385,0.63999,1.03941,0.5486,0.52672,0.50519,0.29359,0.55975,0.52672,0.50194,0.28766,1.61841,3.2327,2.00666,1.98701,0.00137432,0.00137432,0.00137432
318,126561,0.75366,1.50648,0.62922,1.04242,0.5756,0.49695,0.47921,0.28991,0.56115,0.48855,0.49643,0.28704,1.63377,3.32018,1.94793,2.02033,0.00137234,0.00137234,0.00137234
319,127001,0.71948,1.41941,0.59994,1.03674,0.69697,0.50918,0.51824,0.32167,0.71968,0.51908,0.53568,0.30046,1.53093,3.34884,1.87885,1.88825,0.00137036,0.00137036,0.00137036
320,127473,0.76325,1.48964,0.64345,1.05731,0.64588,0.51908,0.50211,0.31421,0.6643,0.52872,0.52198,0.29726,1.5665,3.43671,1.90579,1.95139,0.00136838,0.00136838,0.00136838
321,127955,0.75833,1.47628,0.62146,1.04079,0.60877,0.49618,0.46374,0.29092,0.65238,0.46565,0.48096,0.27411,1.59223,3.41979,2.0011,1.90688,0.0013664,0.0013664,0.0013664
322,128434,0.79281,1.46822,0.62113,1.05285,0.68447,0.43511,0.48329,0.30643,0.66728,0.45802,0.49322,0.29852,1.5494,3.46795,1.95786,1.84285,0.00136442,0.00136442,0.00136442
323,128946,0.76901,1.51526,0.61162,1.05053,0.58234,0.48092,0.47137,0.28834,0.60874,0.50382,0.50532,0.28117,1.60697,3.43124,1.95675,1.99938,0.00136244,0.00136244,0.00136244
324,129418,0.77335,1.42062,0.6094,1.05036,0.55465,0.51908,0.45143,0.27249,0.55873,0.53161,0.4758,0.26832,1.59279,3.48895,1.87104,1.99533,0.00136046,0.00136046,0.00136046
325,129884,0.77378,1.46849,0.61876,1.03749,0.64265,0.43932,0.48659,0.29419,0.66996,0.44938,0.5058,0.29138,1.53452,3.24298,1.76623,1.95236,0.00135848,0.00135848,0.00135848
326,130352,0.79864,1.52374,0.64496,1.05257,0.57124,0.49618,0.45938,0.2842,0.59025,0.51145,0.50206,0.29314,1.62436,3.20456,1.93054,2.00065,0.0013565,0.0013565,0.0013565
327,130797,0.77775,1.45526,0.63089,1.04968,0.63943,0.51145,0.53641,0.30114,0.64831,0.50382,0.53682,0.30265,1.64625,3.28025,1.6977,2.06511,0.00135452,0.00135452,0.00135452
328,131252,0.73089,1.44805,0.61726,1.03504,0.6615,0.47328,0.4928,0.28841,0.69372,0.49618,0.5345,0.2977,1.64185,3.32288,1.78212,2.0408,0.00135254,0.00135254,0.00135254
329,131685,0.73923,1.47984,0.62258,1.04354,0.67033,0.50382,0.51052,0.28957,0.69144,0.51908,0.53452,0.29012,1.601,3.32248,1.79241,1.99388,0.00135056,0.00135056,0.00135056
330,132129,0.77609,1.46969,0.60391,1.03737,0.64382,0.51145,0.4822,0.29169,0.67143,0.51908,0.50551,0.27646,1.52874,3.09042,1.87419,1.89544,0.00134858,0.00134858,0.00134858
331,132589,0.78699,1.50519,0.61257,1.05715,0.67948,0.44275,0.47022,0.28974,0.71376,0.45802,0.50717,0.28259,1.59902,2.98553,1.95461,1.93794,0.0013466,0.0013466,0.0013466
332,133057,0.79626,1.42603,0.61659,1.05619,0.61796,0.49618,0.43639,0.28457,0.63697,0.51145,0.49341,0.28519,1.63133,3.1211,1.9749,2.00489,0.00134462,0.00134462,0.00134462
