epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
126,38966.9,1.0637,2.05616,1.01011,1.24294,0.67789,0.48197,0.49745,0.28284,0.7086,0.49618,0.54961,0.28115,1.6157,2.94924,1.76369,1.89039,0.0017525,0.0017525,0.0017525
127,39301.1,1.02838,1.93025,1.00851,1.22652,0.59739,0.50382,0.50759,0.30466,0.61225,0.48092,0.50603,0.29084,1.51062,2.86186,1.78306,1.82751,0.00175052,0.00175052,0.00175052
128,39637.2,1.03903,1.98941,1.0142,1.22647,0.68648,0.42748,0.48847,0.27798,0.6788,0.44275,0.48569,0.25135,1.64638,3.38978,1.93547,1.92045,0.00174854,0.00174854,0.00174854
129,39983.7,1.06435,1.98592,1.02331,1.22329,0.5309,0.44925,0.40283,0.24576,0.55774,0.47173,0.43844,0.24235,1.63464,3.18186,2.0652,1.87772,0.00174656,0.00174656,0.00174656
130,40322.1,1.0512,1.99706,0.98185,1.22925,0.70854,0.49618,0.55029,0.31743,0.68253,0.51908,0.55026,0.30389,1.63023,3.21487,1.77075,1.84916,0.00174458,0.00174458,0.00174458
131,40658.3,1.00493,1.97567,0.98093,1.19537,0.58974,0.48283,0.47552,0.2789,0.60902,0.48092,0.48968,0.26397,1.64958,3.29045,1.8262,1.91142,0.0017426,0.0017426,0.0017426
132,40994.7,0.97618,1.89447,0.95605,1.20626,0.60707,0.40458,0.40356,0.21895,0.62998,0.41985,0.43208,0.21758,1.73132,3.25298,1.88239,2.03402,0.00174062,0.00174062,0.00174062
133,41350.3,1.04219,1.97512,0.99953,1.23333,0.54692,0.50382,0.46389,0.27562,0.61433,0.51145,0.51302,0.26262,1.55352,3.00257,1.7953,1.87325,0.00173864,0.00173864,0.00173864
134,41709.4,1.04174,1.96936,0.94708,1.21143,0.56152,0.45038,0.42651,0.25776,0.60395,0.48092,0.46588,0.25239,1.62653,3.08001,1.89058,1.86228,0.00173666,0.00173666,0.00173666
135,42051,1.04807,1.9622,1.0269,1.21435,0.46181,0.51908,0.39364,0.2264,0.51498,0.50382,0.42229,0.23277,1.71269,3.00124,1.92012,1.9285,0.00173468,0.00173468,0.00173468
136,42389.3,1.04892,1.98624,1.02007,1.23463,0.55781,0.42748,0.41418,0.21585,0.59318,0.45636,0.44637,0.21985,1.67916,2.9911,1.88224,1.95669,0.0017327,0.0017327,0.0017327
137,42726.9,1.05434,1.93986,0.97832,1.23358,0.66322,0.48092,0.52246,0.29161,0.70938,0.52672,0.54498,0.28574,1.60229,2.96892,1.73264,1.936,0.00173072,0.00173072,0.00173072
138,43069.6,1.06561,1.9687,1.02667,1.24863,0.57158,0.48092,0.50298,0.27365,0.59227,0.46565,0.48015,0.25401,1.67956,2.94042,1.85989,2.02501,0.00172874,0.00172874,0.00172874
139,43411.6,1.03217,1.98744,1.00406,1.21475,0.5665,0.49618,0.46812,0.28771,0.59407,0.54198,0.51533,0.28578,1.57963,2.83917,1.76517,1.88543,0.00172676,0.00172676,0.00172676
140,43754.5,1.02375,1.94752,0.99697,1.23449,0.61177,0.48855,0.51706,0.2996,0.72311,0.47328,0.5458,0.29103,1.64565,3.00874,1.75671,1.92811,0.00172478,0.00172478,0.00172478
141,44108.5,1.01633,1.84451,0.97885,1.19905,0.53184,0.51908,0.48374,0.29519,0.54927,0.55725,0.5261,0.29066,1.5041,3.05323,1.77302,1.8079,0.0017228,0.0017228,0.0017228
142,44528.9,1.01713,1.94741,1.01186,1.21331,0.56555,0.42748,0.41808,0.22794,0.53201,0.45995,0.45687,0.2326,1.68741,2.93261,1.92822,1.96329,0.00172082,0.00172082,0.00172082
143,44960.7,1.05317,2.00468,1.03295,1.23747,0.58798,0.51145,0.46594,0.26527,0.54848,0.47328,0.42798,0.24616,1.58979,3.03126,1.76653,1.83688,0.00171884,0.00171884,0.00171884
144,45383.3,1.01036,1.88181,0.96467,1.20872,0.69108,0.46565,0.50985,0.27973,0.61793,0.54962,0.51695,0.26585,1.60441,3.11919,1.76487,1.87567,0.00171686,0.00171686,0.00171686
145,45799.6,0.99395,1.9372,0.95081,1.19787,0.58949,0.51145,0.481,0.29897,0.62304,0.50382,0.50024,0.28489,1.56777,3.05,1.72369,1.89151,0.00171488,0.00171488,0.00171488
146,46219.4,1.00115,1.8944,0.96199,1.20979,0.64535,0.43511,0.45179,0.28336,0.6928,0.46482,0.49436,0.28349,1.60134,3.05917,1.82876,1.88819,0.0017129,0.0017129,0.0017129
147,46637.5,1.00528,1.86972,0.91328,1.20048,0.58368,0.48092,0.43381,0.25014,0.61425,0.56489,0.51313,0.27562,1.64919,3.12526,1.89535,1.97054,0.00171092,0.00171092,0.00171092
148,47056.6,1.01067,1.88504,0.93444,1.20024,0.60589,0.51908,0.52304,0.29702,0.6784,0.52672,0.57068,0.30352,1.62181,2.94515,1.64671,1.89358,0.00170894,0.00170894,0.00170894
149,47469.8,1.01059,1.84541,0.92953,1.17748,0.65063,0.47328,0.51366,0.31225,0.73803,0.51145,0.57733,0.31593,1.5467,2.9513,1.6194,1.85041,0.00170696,0.00170696,0.00170696
150,47888.9,0.98193,1.91722,0.92665,1.18972,0.62133,0.43511,0.47462,0.26651,0.67424,0.46565,0.49756,0.27808,1.62706,3.08305,1.80086,1.87939,0.00170498,0.00170498,0.00170498
151,48307.1,0.98589,1.903,0.9249,1.19928,0.62266,0.42828,0.48278,0.27525,0.67836,0.46565,0.52761,0.28568,1.64298,2.98192,1.88769,1.9614,0.001703,0.001703,0.001703
152,48742,0.98544,1.84407,0.88947,1.20852,0.5045,0.45038,0.37946,0.20564,0.58314,0.43511,0.38168,0.20818,1.75742,3.26259,2.11656,2.07395,0.00170102,0.00170102,0.00170102
153,49171.8,0.98012,1.89204,0.94618,1.17669,0.53793,0.44275,0.39562,0.21715,0.60972,0.48092,0.44737,0.23912,1.67302,2.98942,1.92719,1.96402,0.00169904,0.00169904,0.00169904
154,49609.8,0.99201,1.88704,0.94316,1.18326,0.66916,0.37405,0.41035,0.22804,0.77325,0.41985,0.50198,0.25293,1.7192,2.89522,2.06769,1.99538,0.00169706,0.00169706,0.00169706
155,50045.7,1.03633,1.8747,0.94316,1.20468,0.58907,0.46565,0.43799,0.2666,0.6465,0.51657,0.48499,0.26153,1.55263,3.13766,1.84512,1.8636,0.00169508,0.00169508,0.00169508
156,50482.5,1.02052,1.93858,0.98617,1.2333,0.62431,0.50382,0.49227,0.29705,0.65635,0.52489,0.53704,0.30521,1.5247,2.98126,1.71523,1.86357,0.0016931,0.0016931,0.0016931
157,50850.5,0.95267,1.81769,0.90811,1.14664,0.50871,0.53435,0.48549,0.28095,0.60329,0.46435,0.50803,0.27127,1.60024,3.06971,1.82513,1.89014,0.00169112,0.00169112,0.00169112
158,51217.5,1.01916,1.9643,0.94388,1.19222,0.56719,0.52672,0.48108,0.26444,0.57841,0.53435,0.50883,0.25443,1.68265,2.98169,1.84547,1.92113,0.00168914,0.00168914,0.00168914
159,51587.3,0.97575,1.85621,0.88408,1.1644,0.55573,0.50609,0.49317,0.26815,0.55562,0.56489,0.52557,0.26608,1.66398,3.12793,1.79563,1.93471,0.00168716,0.00168716,0.00168716
160,51967.1,0.99942,1.86032,0.90191,1.18903,0.62987,0.50382,0.52279,0.30924,0.63583,0.49618,0.52858,0.30743,1.62563,3.00743,1.73788,1.88362,0.00168518,0.00168518,0.00168518
161,52340.9,0.94768,1.82049,0.89044,1.17383,0.57604,0.44275,0.45991,0.26555,0.6211,0.46565,0.50159,0.27739,1.55529,3.01722,1.78758,1.84392,0.0016832,0.0016832,0.0016832
162,52712.4,0.96752,1.80899,0.88383,1.17814,0.54807,0.46565,0.45567,0.28419,0.59658,0.51145,0.5098,0.28193,1.51402,3.00639,1.79409,1.81515,0.00168122,0.00168122,0.00168122
163,53080.1,0.96103,1.8156,0.8801,1.16646,0.52863,0.51366,0.48948,0.29059,0.57719,0.51908,0.50657,0.28176,1.61714,3.10742,1.79565,1.95264,0.00167924,0.00167924,0.00167924
164,53458,0.98752,1.82847,0.90592,1.18337,0.59078,0.54962,0.4968,0.27906,0.62164,0.52672,0.5124,0.27549,1.59927,2.87736,1.73653,1.91189,0.00167726,0.00167726,0.00167726
165,53838.5,1.01586,1.91717,0.93497,1.18539,0.52274,0.56489,0.49554,0.2694,0.6635,0.48855,0.5148,0.27493,1.62164,2.88075,1.80529,1.86999,0.00167528,0.00167528,0.00167528
166,54223.8,0.94895,1.84218,0.87018,1.16773,0.52397,0.41985,0.39079,0.23361,0.59213,0.48092,0.46731,0.23944,1.59642,2.97931,2.09841,1.86838,0.0016733,0.0016733,0.0016733
167,54600,0.98635,1.81903,0.88625,1.18563,0.55507,0.48855,0.44476,0.26463,0.58583,0.49618,0.46792,0.27319,1.64716,3.32714,1.94453,1.93173,0.00167132,0.00167132,0.00167132
168,54977.5,0.97076,1.83612,0.88535,1.1793,0.56233,0.51908,0.4771,0.28039,0.55312,0.51145,0.49306,0.2889,1.73423,3.31422,1.89617,1.96755,0.00166934,0.00166934,0.00166934
169,55366.2,0.99081,1.90127,0.8849,1.19548,0.58534,0.47328,0.49222,0.27718,0.64582,0.47325,0.503,0.27965,1.62644,3.15622,1.8887,1.98495,0.00166736,0.00166736,0.00166736
170,55782.7,0.96416,1.83124,0.85496,1.17537,0.58374,0.51385,0.47081,0.27594,0.60273,0.50382,0.4836,0.26741,1.64341,3.37635,1.86474,1.97378,0.00166538,0.00166538,0.00166538
171,56168.2,0.98297,1.85335,0.91241,1.19279,0.59912,0.45636,0.47919,0.2891,0.61862,0.47053,0.47485,0.2628,1.64352,3.34079,1.86515,1.97,0.0016634,0.0016634,0.0016634
172,56550,0.91435,1.75607,0.85726,1.14417,0.55615,0.50695,0.50653,0.31539,0.5729,0.52222,0.51517,0.30315,1.57009,3.20593,1.73061,1.88738,0.00166142,0.00166142,0.00166142
173,56986,0.95054,1.79683,0.84068,1.14905,0.60001,0.45038,0.46314,0.27795,0.62939,0.45802,0.48498,0.26404,1.61072,3.14829,1.79949,1.89044,0.00165944,0.00165944,0.00165944
174,57462.2,0.95757,1.79613,0.85275,1.16299,0.53286,0.52672,0.4683,0.25982,0.52749,0.5113,0.46911,0.24562,1.60208,2.95621,1.87584,1.9041,0.00165746,0.00165746,0.00165746
175,57930.3,0.94047,1.76915,0.83836,1.1588,0.52285,0.53435,0.47674,0.26846,0.63472,0.48855,0.52808,0.27755,1.60408,3.0328,1.78169,1.90408,0.00165548,0.00165548,0.00165548
176,58392.8,0.93595,1.75791,0.84959,1.15327,0.57049,0.53435,0.50727,0.2938,0.59922,0.52502,0.50871,0.28199,1.66296,3.38523,1.71762,1.99381,0.0016535,0.0016535,0.0016535
177,58859,0.93696,1.87889,0.84685,1.15021,0.61842,0.48092,0.52503,0.31033,0.6576,0.50382,0.55029,0.30275,1.52262,3.18119,1.70228,1.83055,0.00165152,0.00165152,0.00165152
178,59334.3,0.92938,1.81627,0.83127,1.17232,0.62652,0.45802,0.50343,0.29436,0.57876,0.451,0.4969,0.26992,1.64962,3.03992,1.84567,1.97264,0.00164954,0.00164954,0.00164954
179,59808,0.94834,1.79646,0.87984,1.1603,0.5141,0.52499,0.51313,0.29921,0.58657,0.51908,0.528,0.30662,1.5817,2.927,1.77462,1.86859,0.00164756,0.00164756,0.00164756
180,60406.6,0.92955,1.73549,0.85442,1.132,0.55528,0.45038,0.4676,0.27753,0.62907,0.49618,0.51753,0.28492,1.64007,3.30858,1.74106,1.98325,0.00164558,0.00164558,0.00164558
181,60892.3,0.92356,1.76571,0.82325,1.15374,0.53094,0.54962,0.49904,0.27682,0.67486,0.42748,0.49809,0.25541,1.64245,3.33789,1.83232,1.9804,0.0016436,0.0016436,0.0016436
182,61383.5,0.95453,1.80234,0.84843,1.15509,0.58706,0.45038,0.44903,0.27451,0.53822,0.53435,0.5011,0.28982,1.55994,3.09079,1.8871,1.92892,0.00164162,0.00164162,0.00164162
183,61849.3,0.94447,1.7782,0.81929,1.17494,0.58377,0.50382,0.47223,0.28017,0.76255,0.42748,0.50527,0.27549,1.6212,3.40969,1.85563,2.00189,0.00163964,0.00163964,0.00163964
184,62325.3,0.96115,1.81969,0.87515,1.18528,0.65087,0.44118,0.48183,0.28442,0.63661,0.45802,0.50225,0.28041,1.58124,3.33001,1.8853,1.91175,0.00163766,0.00163766,0.00163766
185,62800.5,0.93062,1.76637,0.86215,1.16113,0.7193,0.46565,0.50328,0.28503,0.6666,0.51145,0.52822,0.29285,1.62261,3.06481,1.80094,1.90706,0.00163568,0.00163568,0.00163568
186,63328.4,0.93856,1.80023,0.84848,1.14217,0.60689,0.52672,0.49429,0.26952,0.58792,0.51145,0.48859,0.25171,1.62291,3.22037,1.81929,1.90703,0.0016337,0.0016337,0.0016337
187,63813.9,0.96992,1.73918,0.84068,1.16765,0.58374,0.43892,0.45907,0.26943,0.64202,0.40458,0.47266,0.26011,1.60941,3.27476,1.85508,1.93199,0.00163172,0.00163172,0.00163172
188,64308.8,0.92475,1.78356,0.80336,1.15418,0.70074,0.45802,0.49311,0.28465,0.72554,0.46415,0.49743,0.26955,1.64442,3.37333,1.85322,1.98382,0.00162974,0.00162974,0.00162974
189,64791.2,0.93615,1.82951,0.82601,1.15707,0.54492,0.46616,0.43327,0.25639,0.68714,0.43511,0.47503,0.25256,1.7082,3.51122,1.90475,2.04197,0.00162776,0.00162776,0.00162776
190,65278.8,0.94637,1.80118,0.80533,1.1423,0.57084,0.54198,0.51242,0.30113,0.53096,0.55725,0.51607,0.2873,1.51751,3.35924,1.72145,1.86496,0.00162578,0.00162578,0.00162578
191,65761,0.94419,1.82318,0.82389,1.1646,0.60753,0.54962,0.50383,0.29261,0.59924,0.51908,0.49181,0.27607,1.56229,3.3449,1.67688,1.87199,0.0016238,0.0016238,0.0016238
192,66245,0.9394,1.76119,0.84153,1.16847,0.62722,0.48092,0.47743,0.2769,0.63718,0.48855,0.4909,0.25737,1.60799,3.3754,1.77595,1.85637,0.00162182,0.00162182,0.00162182
193,66746.8,0.94513,1.79421,0.84482,1.16892,0.58956,0.51145,0.49763,0.30316,0.63232,0.49618,0.51331,0.30399,1.52923,3.26028,1.73772,1.84894,0.00161984,0.00161984,0.00161984
194,67234.5,0.9548,1.83396,0.8802,1.17989,0.62612,0.49857,0.52302,0.30122,0.62612,0.49857,0.50859,0.28489,1.57248,3.17982,1.80243,1.9081,0.00161786,0.00161786,0.00161786
195,67763.8,0.91972,1.79296,0.82553,1.12948,0.69399,0.45802,0.50574,0.32618,0.60256,0.51145,0.53219,0.31342,1.49194,2.94906,1.70663,1.78896,0.00161588,0.00161588,0.00161588
196,68176.6,0.89577,1.71232,0.78381,1.1181,0.70452,0.45038,0.48713,0.29798,0.70145,0.45802,0.50544,0.28773,1.52978,3.11716,1.84424,1.8499,0.0016139,0.0016139,0.0016139
197,68604.5,0.94482,1.7842,0.81067,1.15282,0.59137,0.48092,0.49326,0.30161,0.59955,0.48855,0.51774,0.28746,1.54303,3.07857,1.80089,1.84308,0.00161192,0.00161192,0.00161192
198,69036,0.951,1.74723,0.79143,1.1546,0.54736,0.53435,0.49452,0.28672,0.6274,0.49618,0.51252,0.29177,1.63435,3.40714,1.82592,1.95018,0.00160994,0.00160994,0.00160994
199,69534,0.89445,1.76418,0.81165,1.14378,0.63383,0.45802,0.50501,0.29182,0.62859,0.52972,0.54111,0.30047,1.66104,3.25112,1.83535,2.00698,0.00160796,0.00160796,0.00160796
200,70098.3,0.91987,1.73616,0.80706,1.14483,0.64155,0.52672,0.47915,0.27413,0.64253,0.51145,0.49034,0.28049,1.67623,3.18017,1.85725,1.96388,0.00160598,0.00160598,0.00160598
201,70658.8,0.91201,1.73007,0.81714,1.11462,0.59421,0.45831,0.44943,0.25587,0.59421,0.45831,0.44209,0.24274,1.63234,3.41972,1.87453,1.92939,0.001604,0.001604,0.001604
202,71215.9,0.88785,1.69975,0.77428,1.11119,0.67625,0.42748,0.4806,0.25603,0.70229,0.45802,0.48562,0.25477,1.64741,3.20114,1.89753,1.94883,0.00160202,0.00160202,0.00160202
203,71764.6,0.89122,1.77832,0.80042,1.12038,0.73144,0.45739,0.49101,0.28803,0.76004,0.4836,0.52069,0.29466,1.57556,3.17731,1.83662,1.843,0.00160004,0.00160004,0.00160004
204,72320,0.89436,1.78372,0.79166,1.13103,0.62373,0.44275,0.50616,0.3201,0.61811,0.52672,0.52881,0.31162,1.53266,3.10897,1.79633,1.873,0.00159806,0.00159806,0.00159806
205,72880.2,0.92943,1.74295,0.79934,1.15485,0.55828,0.47328,0.46773,0.27077,0.58721,0.51145,0.50035,0.27113,1.66155,3.38219,1.86667,1.96122,0.00159608,0.00159608,0.00159608
206,73489.2,0.92827,1.75846,0.8211,1.13695,0.56205,0.49964,0.49749,0.27872,0.58753,0.52194,0.5077,0.28193,1.57931,3.0239,1.88227,1.90968,0.0015941,0.0015941,0.0015941
207,74105.1,0.90124,1.69338,0.80882,1.11865,0.62809,0.48092,0.47733,0.27811,0.67308,0.50382,0.519,0.28606,1.59552,2.92378,1.7768,1.89058,0.00159212,0.00159212,0.00159212
208,74701.9,0.94598,1.78931,0.83946,1.15794,0.61983,0.51029,0.50155,0.2854,0.63346,0.49618,0.5172,0.28402,1.59938,2.81402,1.85511,1.88753,0.00159014,0.00159014,0.00159014
209,75312.8,0.89163,1.70833,0.7903,1.12644,0.6357,0.47328,0.48703,0.29905,0.68368,0.50382,0.51965,0.30458,1.54511,3.20952,1.81397,1.84146,0.00158816,0.00158816,0.00158816
210,75926.1,0.93134,1.74419,0.81302,1.142,0.64488,0.41985,0.44919,0.2776,0.72799,0.42905,0.49664,0.27626,1.63931,3.20831,1.86959,1.99266,0.00158618,0.00158618,0.00158618
211,76541.5,0.87863,1.60112,0.74938,1.13232,0.69409,0.45038,0.4977,0.28289,0.73572,0.46565,0.49973,0.28688,1.55702,3.24642,1.82608,1.84768,0.0015842,0.0015842,0.0015842
212,77159.1,0.88779,1.66754,0.74185,1.12996,0.66723,0.42858,0.47933,0.28526,0.70587,0.45802,0.51315,0.2932,1.57615,3.17609,1.86443,1.88195,0.00158222,0.00158222,0.00158222
213,77788.1,0.88166,1.69177,0.75921,1.11519,0.58331,0.45802,0.46185,0.25848,0.60743,0.51145,0.5139,0.27338,1.65763,3.15341,1.82893,1.95831,0.00158024,0.00158024,0.00158024
214,78375.8,0.84799,1.6162,0.73241,1.09202,0.55137,0.55725,0.52175,0.29316,0.54005,0.53435,0.52138,0.28603,1.70401,3.21815,1.81388,2.01704,0.00157826,0.00157826,0.00157826
215,78949.7,0.8711,1.70117,0.76049,1.10917,0.57737,0.48855,0.47658,0.27868,0.60814,0.42748,0.47446,0.26454,1.67769,3.24346,1.8893,1.94777,0.00157628,0.00157628,0.00157628
216,79517.6,0.93173,1.76961,0.77655,1.11623,0.68795,0.46565,0.46471,0.26986,0.70759,0.48029,0.46349,0.264,1.64286,3.34876,1.8696,1.94304,0.0015743,0.0015743,0.0015743
217,80067.2,0.89924,1.6729,0.7542,1.10608,0.73587,0.41221,0.49732,0.29282,0.65565,0.45802,0.51661,0.29176,1.616,3.28081,1.83248,1.86048,0.00157232,0.00157232,0.00157232
218,80832.7,0.88001,1.69604,0.77138,1.12713,0.50825,0.50382,0.46847,0.2691,0.59847,0.43511,0.48663,0.26085,1.66013,3.35011,1.84754,1.95585,0.00157034,0.00157034,0.00157034
219,81396.9,0.91238,1.71667,0.77825,1.13068,0.53903,0.47328,0.45038,0.25806,0.50641,0.51145,0.46746,0.25217,1.63057,3.15932,1.75109,1.93093,0.00156836,0.00156836,0.00156836
220,81949.4,0.90474,1.7388,0.79657,1.13571,0.59295,0.51145,0.49892,0.30352,0.65745,0.48855,0.52937,0.29105,1.54981,3.1228,1.66933,1.83322,0.00156638,0.00156638,0.00156638
221,82490.9,0.86797,1.74759,0.79463,1.1105,0.57617,0.50382,0.50003,0.30119,0.60965,0.51908,0.5219,0.29528,1.55542,3.05686,1.7046,1.87703,0.0015644,0.0015644,0.0015644
222,83026.5,0.88921,1.68694,0.75413,1.10925,0.58549,0.48092,0.46836,0.28383,0.6191,0.48092,0.49081,0.2745,1.45978,3.05805,1.93816,1.78009,0.00156242,0.00156242,0.00156242
223,83597.1,0.93245,1.72374,0.79545,1.13909,0.64869,0.51908,0.5283,0.30537,0.7367,0.5126,0.5574,0.30793,1.59074,3.18709,1.71264,1.8794,0.00156044,0.00156044,0.00156044
224,84192.6,0.91385,1.68307,0.76486,1.14477,0.62284,0.51908,0.52218,0.30044,0.59524,0.50517,0.51448,0.29616,1.5671,3.25171,1.70577,1.93965,0.00155846,0.00155846,0.00155846
225,84750.9,0.91458,1.67346,0.78732,1.1326,0.56472,0.55461,0.50373,0.30459,0.70925,0.45802,0.51265,0.3018,1.55329,2.96456,1.67951,1.88788,0.00155648,0.00155648,0.00155648
226,85305.2,0.9008,1.68879,0.77589,1.11788,0.60911,0.48771,0.47347,0.27078,0.66547,0.47328,0.50179,0.27474,1.66007,3.17298,1.7903,1.94813,0.0015545,0.0015545,0.0015545
227,85851.3,0.86181,1.6529,0.73793,1.10122,0.68556,0.47328,0.48862,0.3021,0.75027,0.48855,0.54018,0.29697,1.53118,3.08619,1.80223,1.83831,0.00155252,0.00155252,0.00155252
228,86385.6,0.86136,1.70708,0.78571,1.09881,0.60046,0.50382,0.48097,0.28457,0.60958,0.53635,0.52952,0.27932,1.53632,3.19664,1.84048,1.84076,0.00155054,0.00155054,0.00155054
229,86925.9,0.87481,1.73524,0.79472,1.1138,0.62083,0.47328,0.46375,0.24177,0.61098,0.48092,0.47236,0.24534,1.73288,3.39903,1.7714,2.12926,0.00154856,0.00154856,0.00154856
230,87409.8,0.87961,1.64028,0.76009,1.12385,0.60398,0.46569,0.48503,0.28731,0.60477,0.48855,0.49759,0.26218,1.60535,3.14738,1.81872,1.95727,0.00154658,0.00154658,0.00154658
231,87856.1,0.93976,1.73185,0.7597,1.15351,0.64807,0.51908,0.50852,0.28792,0.6766,0.53435,0.55226,0.29472,1.61788,2.88503,1.8383,1.90137,0.0015446,0.0015446,0.0015446
232,88299.5,0.82912,1.67501,0.72038,1.10484,0.65256,0.50382,0.54508,0.33128,0.66245,0.51145,0.55446,0.33181,1.48292,2.83157,1.65626,1.78536,0.00154262,0.00154262,0.00154262
233,88725.1,0.86992,1.65811,0.76799,1.10709,0.47338,0.54198,0.46957,0.28065,0.62482,0.46565,0.50025,0.29225,1.56601,2.93421,1.87338,1.81719,0.00154064,0.00154064,0.00154064
234,89150.9,0.8734,1.63965,0.73389,1.10803,0.66542,0.42511,0.47217,0.27317,0.68869,0.43908,0.49879,0.28069,1.58777,3.09936,1.9222,1.90571,0.00153866,0.00153866,0.00153866
235,89573.6,0.8697,1.67364,0.74526,1.11319,0.66225,0.46402,0.5108,0.30758,0.70425,0.43626,0.51418,0.2976,1.56969,3.13905,1.73294,1.86078,0.00153668,0.00153668,0.00153668
236,89992.5,0.83871,1.65208,0.74233,1.09833,0.57317,0.51908,0.50507,0.30062,0.5816,0.52672,0.5041,0.27887,1.53482,3.22959,1.86664,1.82322,0.0015347,0.0015347,0.0015347
237,90418.5,0.83594,1.65308,0.72977,1.08986,0.67561,0.44275,0.467,0.28443,0.7011,0.46565,0.50336,0.28669,1.57975,3.34706,1.93178,1.95921,0.00153272,0.00153272,0.00153272
238,90842.2,0.85343,1.65904,0.73457,1.10586,0.5661,0.45814,0.43921,0.25005,0.62818,0.48092,0.48929,0.27664,1.69019,3.3994,1.9323,2.03827,0.00153074,0.00153074,0.00153074
239,91268.2,0.86379,1.64591,0.7392,1.08537,0.6221,0.51145,0.4814,0.2731,0.63879,0.4995,0.50562,0.27418,1.62391,3.43181,1.87245,1.99549,0.00152876,0.00152876,0.00152876
240,91704.1,0.88635,1.656,0.74616,1.13499,0.67493,0.49618,0.48755,0.28079,0.70333,0.51145,0.51088,0.28184,1.60672,3.07498,1.82498,1.90405,0.00152678,0.00152678,0.00152678
241,92132.5,0.84008,1.55985,0.70536,1.07693,0.65418,0.54962,0.53333,0.30298,0.69159,0.53067,0.54155,0.29194,1.61925,3.1505,1.84005,1.92439,0.0015248,0.0015248,0.0015248
242,92560.5,0.82425,1.52532,0.68067,1.06789,0.6615,0.48855,0.51742,0.28476,0.71083,0.50382,0.53111,0.27659,1.64426,3.39186,1.81029,1.96501,0.00152282,0.00152282,0.00152282
243,92979,0.85867,1.67513,0.73261,1.09533,0.66935,0.47328,0.49154,0.2594,0.69157,0.47328,0.51139,0.24288,1.69149,3.54558,1.95277,1.98687,0.00152084,0.00152084,0.00152084
244,93423.1,0.83615,1.62211,0.71821,1.09695,0.56722,0.51145,0.46804,0.26925,0.62019,0.53435,0.49192,0.27028,1.67557,3.71579,1.84281,2.02672,0.00151886,0.00151886,0.00151886
245,93895.9,0.85946,1.72035,0.74484,1.11905,0.63582,0.46565,0.47695,0.28304,0.63642,0.48103,0.51987,0.29288,1.67126,3.36017,1.88575,2.04756,0.00151688,0.00151688,0.00151688
246,94391.5,0.86966,1.63608,0.71081,1.10568,0.69529,0.47032,0.49474,0.28401,0.74117,0.50276,0.53276,0.28896,1.62646,3.62753,1.73364,1.94046,0.0015149,0.0015149,0.0015149
247,94827.7,0.85287,1.60743,0.71651,1.09034,0.60795,0.47328,0.50637,0.27506,0.67904,0.48855,0.53761,0.28101,1.74558,3.31819,1.94859,2.04063,0.00151292,0.00151292,0.00151292
248,95248.2,0.86706,1.644,0.71192,1.1121,0.4877,0.51145,0.44924,0.27278,0.59129,0.48855,0.49661,0.27804,1.55581,3.31238,1.85617,1.83825,0.00151094,0.00151094,0.00151094
249,95693.9,0.87281,1.6627,0.74155,1.10191,0.50753,0.53435,0.512,0.3029,0.6638,0.47328,0.53761,0.29972,1.57967,3.0497,1.84076,1.84885,0.00150896,0.00150896,0.00150896
250,96125.6,0.84486,1.61755,0.75633,1.10668,0.57016,0.47592,0.4624,0.28239,0.59038,0.48092,0.50404,0.3002,1.5808,2.93277,1.83241,1.90522,0.00150698,0.00150698,0.00150698
251,96561.5,0.85078,1.624,0.69981,1.09058,0.51096,0.61069,0.54117,0.32089,0.68088,0.45802,0.52679,0.30898,1.57065,3.08336,1.6803,1.92162,0.001505,0.001505,0.001505
252,96987,0.82041,1.57909,0.6906,1.09179,0.66334,0.51908,0.53596,0.30327,0.71962,0.46565,0.5288,0.29953,1.59528,2.94876,1.77672,1.91091,0.00150302,0.00150302,0.00150302
253,97410,0.8409,1.66225,0.74364,1.09538,0.59776,0.52672,0.50668,0.28166,0.59776,0.52672,0.52679,0.27803,1.56223,3.05291,1.84109,1.86329,0.00150104,0.00150104,0.00150104
254,97865.7,0.83923,1.61543,0.71254,1.11388,0.56934,0.51908,0.48928,0.287,0.59687,0.54198,0.52746,0.2852,1.50945,3.31248,1.88568,1.84663,0.00149906,0.00149906,0.00149906
255,98287,0.87383,1.70446,0.75556,1.13819,0.59297,0.49618,0.48226,0.26015,0.69474,0.46909,0.51909,0.2678,1.64119,3.26294,1.88955,2.01049,0.00149708,0.00149708,0.00149708
256,98726.2,0.84726,1.59962,0.69707,1.08702,0.60413,0.47328,0.46106,0.2586,0.56316,0.50382,0.44445,0.24936,1.61565,3.34361,2.01364,1.99072,0.0014951,0.0014951,0.0014951
257,99240.2,0.80805,1.59984,0.70366,1.07075,0.57238,0.50382,0.5216,0.29379,0.60322,0.46565,0.49698,0.27612,1.59732,3.43757,1.90359,1.9482,0.00149312,0.00149312,0.00149312
