Source,X1,Y1,X2,Y2,Confidence,Area (m^2),Material Cost,Labor Cost,Total Cost,Precision,Recall,F1-Score,Accuracy
img-2_jpg.rf.962d887972144063f0280f7969d29c23.jpg,187.92433166503906,236.39666748046875,442.5876159667969,379.2209167480469,0.858329176902771,3.6372093750000003,363.72093750000005,50.0,413.72093750000005,,,,
,,,,,,,,,,1.0,1.0,1.0,1.0
